cv_id,position_idx,organization,linkedin,position,startDate,endDate,status,department,seniority,title_length,title_word_count,detected_language
584,0,ThyssenKrupp Steel Europe AG,https://www.linkedin.com/company/thyssenkrupp-steel,Automotive Sales Manager,2012-10,,ACTIVE,Sales,Professional,24,3,English
585,0,MOVATI Athletic,https://www.linkedin.com/company/movatiathletic,Personal Trainer,2023-01,,ACTIVE,Other,Professional,16,2,Other
586,0,ederIT.com,https://www.linkedin.com/company/ederit.com,Geschäftsführer,2010-06,,ACTIVE,Other,Management,15,1,German
589,0,Holistic Industries,https://www.linkedin.com/company/holistic-industries,cultivation,2022,,ACTIVE,Other,Professional,11,1,Other
590,0,kein,,Pensionär,2011-01,,ACTIVE,Other,Professional,9,1,Other
591,0,Flevorubber Extrusion B.V.,https://www.linkedin.com/company/flevorubber-extrusion-b.v.,Supply Chain Manager,2025-02,,ACTIVE,Other,Professional,20,3,English
592,0,Vereinigte Füllkörper-Fabriken GmbH & Co. KG,https://www.linkedin.com/company/vff-germany,Member Board Of Directors,2003-07,,ACTIVE,Other,Management,25,4,English
594,0,International SOS,https://www.linkedin.com/company/international-sos,"Vice President, Human Resources, Health & Security Subscription Services (H3S), North Americas",2021-11,,ACTIVE,Human Resources,Management,94,12,French
595,0,Pembrokeshire County Council,https://www.linkedin.com/company/pembrokeshire-county-council,Transport Manager,1996-04,,ACTIVE,Other,Professional,17,2,English
596,1,habitA+,https://www.linkedin.com/company/habitaplus,Président CCRG Hauts de France,2018-06,,ACTIVE,Other,Management,30,5,French
597,0,Vertiv Co,https://www.linkedin.com/company/vertiv,"Key Account Director Europe, Middle East & Africa",2016-12,,ACTIVE,Sales,Director,49,8,English
597,1,Emerson Network Power,https://www.linkedin.com/company/vertiv-emerson-network-power,Key Account Director Europe Middle East & Africa,2012-01,,ACTIVE,Sales,Director,48,8,English
598,0,cooee GmbH,,Softwareentwickler,2017-02,,ACTIVE,Information Technology,Professional,18,1,German
600,0,Deutsche Telekom,https://www.linkedin.com/company/telekom,Radio Engineering @ TDI | Huawei SRAN & Mobile Network Testing,2024-10,,ACTIVE,Information Technology,Professional,62,11,English
602,0,Continental,https://www.linkedin.com/company/continental,Advanced Purchasing - Commercial Vehicles and Services,2020-04,,ACTIVE,Purchasing,Senior,54,7,French
603,0,Lumiére Group A/S,https://www.linkedin.com/company/lumieregroup,Owner - CSO,2004-03,,ACTIVE,Sales,Management,11,3,Other
604,0,Voi Technology,https://www.linkedin.com/company/voi-technology,Site Manager,2024-02,,ACTIVE,Project Management,Professional,12,2,English
605,0,STELACON GmbH,,"SAP Consultant, Geschäftsführer, Gesellschafter",2014-01,,ACTIVE,Consulting,Management,47,4,English
606,0,bonprix,https://www.linkedin.com/company/bonprix,"Buying, Porecurement & Allocation",2018-05,,ACTIVE,Purchasing,Professional,33,4,Other
607,0,Malteserorden,,Kanzler der deutschen Assoziation,2015-01,,ACTIVE,Other,Management,33,4,French
607,1,Bistum,,Justitiar,2014-03,,ACTIVE,Other,Professional,9,1,Other
607,2,FORESTA Management,,Geschäftsführer,2010-01,,ACTIVE,Other,Management,15,1,German
607,3,Malteser Hilfsdienst,https://www.linkedin.com/company/malteser-hilfsdienst,Präsidium,1999,,ACTIVE,Other,Management,9,1,Other
607,4,Spies & Brunner RAe,,Rechtsanwalt,1995-01,,ACTIVE,Other,Professional,12,1,Other
